"","DATE","Block","Plot","Treatment","Variety","Concentration","Wavelength","Reflectance"
"1796",2018-07-21,6,602,"T6","Syngenta NK Soybean S24-K2",2,660,2.85
"1797",2018-07-21,6,603,"T1","Pioneer P20T79R2",2,660,3.29
"1798",2018-07-21,6,604,"T5","Pioneer P20T79R2",0,660,3.495
"1799",2018-07-21,6,605,"T8","Syngenta NK Soybean S24-K2",4,660,3.375
"1800",2018-07-21,6,606,"T7","Syngenta NK Soybean S24-K2",3,660,3.025
"1801",2018-07-21,6,607,"T4","Pioneer P20T79R2",5,660,3.825
"1802",2018-07-21,6,608,"T9","Syngenta NK Soybean S24-K2",5,660,2.73
"1803",2018-07-21,6,609,"T2","Pioneer P20T79R2",3,660,3.62
"1804",2018-07-21,6,610,"T10","Syngenta NK Soybean S24-K2",0,660,2.895
"1805",2018-07-29,1,101,"T8","Syngenta NK Soybean S24-K2",4,660,1.9
"1806",2018-07-29,1,102,"T6","Syngenta NK Soybean S24-K2",2,660,1.965
"1807",2018-07-29,1,103,"T4","Pioneer P20T79R2",5,660,2.185
"1808",2018-07-29,1,104,"T7","Syngenta NK Soybean S24-K2",3,660,1.97
"1809",2018-07-29,1,105,"T9","Syngenta NK Soybean S24-K2",5,660,2.13
"1810",2018-07-29,1,106,"T2","Pioneer P20T79R2",3,660,2.185
"1811",2018-07-29,1,107,"T5","Pioneer P20T79R2",0,660,2.46
"1812",2018-07-29,1,108,"T3","Pioneer P20T79R2",4,660,2.315
"1813",2018-07-29,1,109,"T10","Syngenta NK Soybean S24-K2",0,660,2.18
"1814",2018-07-29,1,110,"T1","Pioneer P20T79R2",2,660,2.43
"1815",2018-07-29,2,201,"T9","Syngenta NK Soybean S24-K2",5,660,1.75
"1816",2018-07-29,2,202,"T2","Pioneer P20T79R2",3,660,1.885
"1817",2018-07-29,2,203,"T1","Pioneer P20T79R2",2,660,2.07
"1818",2018-07-29,2,204,"T5","Pioneer P20T79R2",0,660,2.11
"1819",2018-07-29,2,205,"T8","Syngenta NK Soybean S24-K2",4,660,2.06
"1820",2018-07-29,2,206,"T6","Syngenta NK Soybean S24-K2",2,660,2.06
"1821",2018-07-29,2,207,"T7","Syngenta NK Soybean S24-K2",3,660,2.15
"1822",2018-07-29,2,208,"T4","Pioneer P20T79R2",5,660,2.485
"1823",2018-07-29,2,209,"T3","Pioneer P20T79R2",4,660,2.57
"1824",2018-07-29,2,210,"T10","Syngenta NK Soybean S24-K2",0,660,2.215
"1825",2018-07-29,3,301,"T5","Pioneer P20T79R2",0,660,1.96
"1826",2018-07-29,3,302,"T6","Syngenta NK Soybean S24-K2",2,660,1.955
"1827",2018-07-29,3,303,"T3","Pioneer P20T79R2",4,660,2.22
"1828",2018-07-29,3,304,"T8","Syngenta NK Soybean S24-K2",4,660,2.04
"1829",2018-07-29,3,305,"T9","Syngenta NK Soybean S24-K2",5,660,2.13
"1830",2018-07-29,3,306,"T4","Pioneer P20T79R2",5,660,2.195
"1831",2018-07-29,3,307,"T1","Pioneer P20T79R2",2,660,2.34
"1832",2018-07-29,3,308,"T10","Syngenta NK Soybean S24-K2",0,660,2.16
"1833",2018-07-29,3,309,"T7","Syngenta NK Soybean S24-K2",3,660,2.235
"1834",2018-07-29,3,310,"T2","Pioneer P20T79R2",3,660,2.61
"1835",2018-07-29,4,401,"T3","Pioneer P20T79R2",4,660,1.985
"1836",2018-07-29,4,402,"T6","Syngenta NK Soybean S24-K2",2,660,2.075
"1837",2018-07-29,4,403,"T5","Pioneer P20T79R2",0,660,2.16
"1838",2018-07-29,4,404,"T2","Pioneer P20T79R2",3,660,2.16
"1839",2018-07-29,4,405,"T1","Pioneer P20T79R2",2,660,2.335
"1840",2018-07-29,4,406,"T4","Pioneer P20T79R2",5,660,2.395
"1841",2018-07-29,4,407,"T10","Syngenta NK Soybean S24-K2",0,660,2.13
"1842",2018-07-29,4,408,"T8","Syngenta NK Soybean S24-K2",4,660,2.14
"1843",2018-07-29,4,409,"T7","Syngenta NK Soybean S24-K2",3,660,2.235
"1844",2018-07-29,4,410,"T9","Syngenta NK Soybean S24-K2",5,660,2.35
"1845",2018-07-29,5,501,"T10","Syngenta NK Soybean S24-K2",0,660,2.06
"1846",2018-07-29,5,502,"T2","Pioneer P20T79R2",3,660,2.33
"1847",2018-07-29,5,503,"T5","Pioneer P20T79R2",0,660,2.2
"1848",2018-07-29,5,504,"T8","Syngenta NK Soybean S24-K2",4,660,1.945
"1849",2018-07-29,5,505,"T7","Syngenta NK Soybean S24-K2",3,660,2.305
"1850",2018-07-29,5,506,"T9","Syngenta NK Soybean S24-K2",5,660,2.18
"1851",2018-07-29,5,507,"T6","Syngenta NK Soybean S24-K2",2,660,2.075
"1852",2018-07-29,5,508,"T4","Pioneer P20T79R2",5,660,2.5
"1853",2018-07-29,5,509,"T3","Pioneer P20T79R2",4,660,2.695
"1854",2018-07-29,5,510,"T1","Pioneer P20T79R2",2,660,2.66
"1855",2018-07-29,6,601,"T3","Pioneer P20T79R2",4,660,2.37
"1856",2018-07-29,6,602,"T6","Syngenta NK Soybean S24-K2",2,660,1.94
"1857",2018-07-29,6,603,"T1","Pioneer P20T79R2",2,660,2.25
"1858",2018-07-29,6,604,"T5","Pioneer P20T79R2",0,660,2.355
"1859",2018-07-29,6,605,"T8","Syngenta NK Soybean S24-K2",4,660,2.33
"1860",2018-07-29,6,606,"T7","Syngenta NK Soybean S24-K2",3,660,2.205
"1861",2018-07-29,6,607,"T4","Pioneer P20T79R2",5,660,2.545
"1862",2018-07-29,6,608,"T9","Syngenta NK Soybean S24-K2",5,660,2.29
"1863",2018-07-29,6,609,"T2","Pioneer P20T79R2",3,660,2.435
"1864",2018-07-29,6,610,"T10","Syngenta NK Soybean S24-K2",0,660,2.295
"1865",2018-08-03,1,101,"T8","Syngenta NK Soybean S24-K2",4,660,1.91
"1866",2018-08-03,1,102,"T6","Syngenta NK Soybean S24-K2",2,660,1.865
"1867",2018-08-03,1,103,"T4","Pioneer P20T79R2",5,660,1.85
"1868",2018-08-03,1,104,"T7","Syngenta NK Soybean S24-K2",3,660,1.775
"1869",2018-08-03,1,105,"T9","Syngenta NK Soybean S24-K2",5,660,1.815
"1870",2018-08-03,1,106,"T2","Pioneer P20T79R2",3,660,1.97
"1871",2018-08-03,1,107,"T5","Pioneer P20T79R2",0,660,1.93
"1872",2018-08-03,1,108,"T3","Pioneer P20T79R2",4,660,2.055
"1873",2018-08-03,1,109,"T10","Syngenta NK Soybean S24-K2",0,660,1.88
"1874",2018-08-03,1,110,"T1","Pioneer P20T79R2",2,660,2.06
"1875",2018-08-03,2,201,"T9","Syngenta NK Soybean S24-K2",5,660,1.755
"1876",2018-08-03,2,202,"T2","Pioneer P20T79R2",3,660,1.93
"1877",2018-08-03,2,203,"T1","Pioneer P20T79R2",2,660,1.91
"1878",2018-08-03,2,204,"T5","Pioneer P20T79R2",0,660,1.985
"1879",2018-08-03,2,205,"T8","Syngenta NK Soybean S24-K2",4,660,1.845
"1880",2018-08-03,2,206,"T6","Syngenta NK Soybean S24-K2",2,660,1.83
"1881",2018-08-03,2,207,"T7","Syngenta NK Soybean S24-K2",3,660,1.77
"1882",2018-08-03,2,208,"T4","Pioneer P20T79R2",5,660,2.04
"1883",2018-08-03,2,209,"T3","Pioneer P20T79R2",4,660,2.05
"1884",2018-08-03,2,210,"T10","Syngenta NK Soybean S24-K2",0,660,1.855
"1885",2018-08-03,3,301,"T5","Pioneer P20T79R2",0,660,1.925
"1886",2018-08-03,3,302,"T6","Syngenta NK Soybean S24-K2",2,660,1.905
"1887",2018-08-03,3,303,"T3","Pioneer P20T79R2",4,660,2.015
"1888",2018-08-03,3,304,"T8","Syngenta NK Soybean S24-K2",4,660,1.8
"1889",2018-08-03,3,305,"T9","Syngenta NK Soybean S24-K2",5,660,1.835
"1890",2018-08-03,3,306,"T4","Pioneer P20T79R2",5,660,1.975
"1891",2018-08-03,3,307,"T1","Pioneer P20T79R2",2,660,2.015
"1892",2018-08-03,3,308,"T10","Syngenta NK Soybean S24-K2",0,660,1.84
"1893",2018-08-03,3,309,"T7","Syngenta NK Soybean S24-K2",3,660,1.785
"1894",2018-08-03,3,310,"T2","Pioneer P20T79R2",3,660,2.065
"1895",2018-08-03,4,401,"T3","Pioneer P20T79R2",4,660,2.045
"1896",2018-08-03,4,402,"T6","Syngenta NK Soybean S24-K2",2,660,1.805
"1897",2018-08-03,4,403,"T5","Pioneer P20T79R2",0,660,1.98
"1898",2018-08-03,4,404,"T2","Pioneer P20T79R2",3,660,1.955
"1899",2018-08-03,4,405,"T1","Pioneer P20T79R2",2,660,2.06
"1900",2018-08-03,4,406,"T4","Pioneer P20T79R2",5,660,2.055
"1901",2018-08-03,4,407,"T10","Syngenta NK Soybean S24-K2",0,660,1.785
"1902",2018-08-03,4,408,"T8","Syngenta NK Soybean S24-K2",4,660,1.815
"1903",2018-08-03,4,409,"T7","Syngenta NK Soybean S24-K2",3,660,1.835
"1904",2018-08-03,4,410,"T9","Syngenta NK Soybean S24-K2",5,660,1.87
"1905",2018-08-03,5,501,"T10","Syngenta NK Soybean S24-K2",0,660,1.83
"1906",2018-08-03,5,502,"T2","Pioneer P20T79R2",3,660,1.945
"1907",2018-08-03,5,503,"T5","Pioneer P20T79R2",0,660,1.99
"1908",2018-08-03,5,504,"T8","Syngenta NK Soybean S24-K2",4,660,1.73
"1909",2018-08-03,5,505,"T7","Syngenta NK Soybean S24-K2",3,660,1.895
"1910",2018-08-03,5,506,"T9","Syngenta NK Soybean S24-K2",5,660,1.72
"1911",2018-08-03,5,507,"T6","Syngenta NK Soybean S24-K2",2,660,2.09
"1912",2018-08-03,5,508,"T4","Pioneer P20T79R2",5,660,1.955
"1913",2018-08-03,5,508,"T6","Syngenta NK Soybean S24-K2",2,660,2
"1914",2018-08-03,5,509,"T3","Pioneer P20T79R2",4,660,2.12
"1915",2018-08-03,5,510,"T1","Pioneer P20T79R2",2,660,2.025
"1916",2018-08-03,6,601,"T3","Pioneer P20T79R2",4,660,2.01
"1917",2018-08-03,6,602,"T6","Syngenta NK Soybean S24-K2",2,660,1.755
"1918",2018-08-03,6,603,"T1","Pioneer P20T79R2",2,660,2.18
"1919",2018-08-03,6,604,"T5","Pioneer P20T79R2",0,660,2.035
"1920",2018-08-03,6,605,"T8","Syngenta NK Soybean S24-K2",4,660,1.88
"1921",2018-08-03,6,606,"T7","Syngenta NK Soybean S24-K2",3,660,1.715
"1922",2018-08-03,6,607,"T4","Pioneer P20T79R2",5,660,2.02
"1923",2018-08-03,6,608,"T9","Syngenta NK Soybean S24-K2",5,660,1.795
"1924",2018-08-03,6,609,"T2","Pioneer P20T79R2",3,660,1.985
"1925",2018-08-03,6,610,"T10","Syngenta NK Soybean S24-K2",0,660,1.775
"1926",2018-08-11,1,101,"T8","Syngenta NK Soybean S24-K2",4,660,2.38
"1927",2018-08-11,1,102,"T6","Syngenta NK Soybean S24-K2",2,660,2.265
"1928",2018-08-11,1,103,"T4","Pioneer P20T79R2",5,660,2.49
"1929",2018-08-11,1,104,"T7","Syngenta NK Soybean S24-K2",3,660,2.295
"1930",2018-08-11,1,105,"T9","Syngenta NK Soybean S24-K2",5,660,2.305
"1931",2018-08-11,1,106,"T2","Pioneer P20T79R2",3,660,2.46
"1932",2018-08-11,1,107,"T5","Pioneer P20T79R2",0,660,2.57
"1933",2018-08-11,1,108,"T3","Pioneer P20T79R2",4,660,2.67
"1934",2018-08-11,1,109,"T10","Syngenta NK Soybean S24-K2",0,660,2.46
"1935",2018-08-11,1,110,"T1","Pioneer P20T79R2",2,660,2.675
"1936",2018-08-11,2,201,"T9","Syngenta NK Soybean S24-K2",5,660,2.25
"1937",2018-08-11,2,202,"T2","Pioneer P20T79R2",3,660,2.425
"1938",2018-08-11,2,203,"T1","Pioneer P20T79R2",2,660,2.395
"1939",2018-08-11,2,204,"T5","Pioneer P20T79R2",0,660,2.435
"1940",2018-08-11,2,205,"T8","Syngenta NK Soybean S24-K2",4,660,2.39
"1941",2018-08-11,2,206,"T6","Syngenta NK Soybean S24-K2",2,660,2.435
"1942",2018-08-11,2,207,"T7","Syngenta NK Soybean S24-K2",3,660,2.44
"1943",2018-08-11,2,208,"T4","Pioneer P20T79R2",5,660,2.69
"1944",2018-08-11,2,209,"T3","Pioneer P20T79R2",4,660,2.66
"1945",2018-08-11,2,210,"T10","Syngenta NK Soybean S24-K2",0,660,2.59
"1946",2018-08-11,3,301,"T5","Pioneer P20T79R2",0,660,2.415
"1947",2018-08-11,3,302,"T6","Syngenta NK Soybean S24-K2",2,660,2.255
"1948",2018-08-11,3,303,"T3","Pioneer P20T79R2",4,660,2.535
"1949",2018-08-11,3,304,"T8","Syngenta NK Soybean S24-K2",4,660,2.255
"1950",2018-08-11,3,305,"T9","Syngenta NK Soybean S24-K2",5,660,2.46
"1951",2018-08-11,3,306,"T4","Pioneer P20T79R2",5,660,2.69
"1952",2018-08-11,3,307,"T1","Pioneer P20T79R2",2,660,2.655
"1953",2018-08-11,3,308,"T10","Syngenta NK Soybean S24-K2",0,660,2.475
"1954",2018-08-11,3,309,"T7","Syngenta NK Soybean S24-K2",3,660,2.515
"1955",2018-08-11,3,310,"T2","Pioneer P20T79R2",3,660,2.82
"1956",2018-08-11,4,401,"T3","Pioneer P20T79R2",4,660,2.42
"1957",2018-08-11,4,402,"T6","Syngenta NK Soybean S24-K2",2,660,2.22
"1958",2018-08-11,4,403,"T5","Pioneer P20T79R2",0,660,2.5
"1959",2018-08-11,4,404,"T2","Pioneer P20T79R2",3,660,2.475
"1960",2018-08-11,4,405,"T1","Pioneer P20T79R2",2,660,2.72
"1961",2018-08-11,4,406,"T4","Pioneer P20T79R2",5,660,2.675
"1962",2018-08-11,4,407,"T10","Syngenta NK Soybean S24-K2",0,660,2.39
"1963",2018-08-11,4,408,"T8","Syngenta NK Soybean S24-K2",4,660,2.45
"1964",2018-08-11,4,409,"T7","Syngenta NK Soybean S24-K2",3,660,2.445
"1965",2018-08-11,4,410,"T9","Syngenta NK Soybean S24-K2",5,660,2.465
"1966",2018-08-11,5,501,"T10","Syngenta NK Soybean S24-K2",0,660,2.24
"1967",2018-08-11,5,502,"T2","Pioneer P20T79R2",3,660,2.445
"1968",2018-08-11,5,503,"T5","Pioneer P20T79R2",0,660,2.49
"1969",2018-08-11,5,504,"T8","Syngenta NK Soybean S24-K2",4,660,2.2
"1970",2018-08-11,5,505,"T7","Syngenta NK Soybean S24-K2",3,660,2.38
"1971",2018-08-11,5,506,"T9","Syngenta NK Soybean S24-K2",5,660,2.315
"1972",2018-08-11,5,507,"T6","Syngenta NK Soybean S24-K2",2,660,2.38
"1973",2018-08-11,5,508,"T4","Pioneer P20T79R2",5,660,2.68
"1974",2018-08-11,5,509,"T3","Pioneer P20T79R2",4,660,2.84
"1975",2018-08-11,5,510,"T1","Pioneer P20T79R2",2,660,2.68
"1976",2018-08-11,6,601,"T3","Pioneer P20T79R2",4,660,2.405
"1977",2018-08-11,6,602,"T6","Syngenta NK Soybean S24-K2",2,660,2.17
"1978",2018-08-11,6,603,"T1","Pioneer P20T79R2",2,660,2.525
"1979",2018-08-11,6,604,"T5","Pioneer P20T79R2",0,660,2.655
"1980",2018-08-11,6,605,"T8","Syngenta NK Soybean S24-K2",4,660,2.44
"1981",2018-08-11,6,606,"T7","Syngenta NK Soybean S24-K2",3,660,2.335
"1982",2018-08-11,6,607,"T4","Pioneer P20T79R2",5,660,2.71
"1983",2018-08-11,6,608,"T9","Syngenta NK Soybean S24-K2",5,660,2.37
"1984",2018-08-11,6,609,"T2","Pioneer P20T79R2",3,660,2.695
"1985",2018-08-11,6,610,"T10","Syngenta NK Soybean S24-K2",0,660,2.34
"1986",2018-08-18,1,101,"T8","Syngenta NK Soybean S24-K2",4,660,2.49
"1987",2018-08-18,1,102,"T6","Syngenta NK Soybean S24-K2",2,660,2.425
"1988",2018-08-18,1,103,"T4","Pioneer P20T79R2",5,660,2.505
"1989",2018-08-18,1,104,"T7","Syngenta NK Soybean S24-K2",3,660,2.345
"1990",2018-08-18,1,105,"T9","Syngenta NK Soybean S24-K2",5,660,2.465
"1991",2018-08-18,1,106,"T2","Pioneer P20T79R2",3,660,2.71
"1992",2018-08-18,1,107,"T5","Pioneer P20T79R2",0,660,2.565
"1993",2018-08-18,1,108,"T3","Pioneer P20T79R2",4,660,2.77
"1994",2018-08-18,1,109,"T10","Syngenta NK Soybean S24-K2",0,660,2.575
"1995",2018-08-18,1,110,"T1","Pioneer P20T79R2",2,660,2.86
"1996",2018-08-18,2,201,"T9","Syngenta NK Soybean S24-K2",5,660,2.4
"1997",2018-08-18,2,202,"T2","Pioneer P20T79R2",3,660,2.63
"1998",2018-08-18,2,203,"T1","Pioneer P20T79R2",2,660,2.635
"1999",2018-08-18,2,204,"T5","Pioneer P20T79R2",0,660,2.765
"2000",2018-08-18,2,205,"T8","Syngenta NK Soybean S24-K2",4,660,2.46
"2001",2018-08-18,2,206,"T6","Syngenta NK Soybean S24-K2",2,660,2.46
"2002",2018-08-18,2,207,"T7","Syngenta NK Soybean S24-K2",3,660,2.51
"2003",2018-08-18,2,208,"T4","Pioneer P20T79R2",5,660,2.75
"2004",2018-08-18,2,209,"T3","Pioneer P20T79R2",4,660,2.675
"2005",2018-08-18,2,210,"T10","Syngenta NK Soybean S24-K2",0,660,2.48
"2006",2018-08-18,3,301,"T5","Pioneer P20T79R2",0,660,2.625
"2007",2018-08-18,3,302,"T6","Syngenta NK Soybean S24-K2",2,660,2.62
"2008",2018-08-18,3,303,"T3","Pioneer P20T79R2",4,660,2.775
"2009",2018-08-18,3,304,"T8","Syngenta NK Soybean S24-K2",4,660,2.41
"2010",2018-08-18,3,305,"T9","Syngenta NK Soybean S24-K2",5,660,2.435
"2011",2018-08-18,3,306,"T4","Pioneer P20T79R2",5,660,2.68
"2012",2018-08-18,3,307,"T1","Pioneer P20T79R2",2,660,2.675
"2013",2018-08-18,3,308,"T10","Syngenta NK Soybean S24-K2",0,660,2.57
"2014",2018-08-18,3,309,"T7","Syngenta NK Soybean S24-K2",3,660,2.515
"2015",2018-08-18,3,310,"T2","Pioneer P20T79R2",3,660,2.85
"2016",2018-08-18,4,401,"T3","Pioneer P20T79R2",4,660,2.595
"2017",2018-08-18,4,402,"T6","Syngenta NK Soybean S24-K2",2,660,2.455
"2018",2018-08-18,4,403,"T5","Pioneer P20T79R2",0,660,2.59
"2019",2018-08-18,4,404,"T2","Pioneer P20T79R2",3,660,2.735
"2020",2018-08-18,4,405,"T1","Pioneer P20T79R2",2,660,2.705
"2021",2018-08-18,4,406,"T4","Pioneer P20T79R2",5,660,2.69
"2022",2018-08-18,4,407,"T10","Syngenta NK Soybean S24-K2",0,660,2.64
"2023",2018-08-18,4,408,"T8","Syngenta NK Soybean S24-K2",4,660,2.545
"2024",2018-08-18,4,409,"T7","Syngenta NK Soybean S24-K2",3,660,2.61
"2025",2018-08-18,4,410,"T9","Syngenta NK Soybean S24-K2",5,660,2.5
"2026",2018-08-18,5,501,"T10","Syngenta NK Soybean S24-K2",0,660,2.605
"2027",2018-08-18,5,502,"T2","Pioneer P20T79R2",3,660,2.64
"2028",2018-08-18,5,503,"T5","Pioneer P20T79R2",0,660,2.87
"2029",2018-08-18,5,504,"T8","Syngenta NK Soybean S24-K2",4,660,2.58
"2030",2018-08-18,5,505,"T7","Syngenta NK Soybean S24-K2",3,660,2.615
"2031",2018-08-18,5,506,"T9","Syngenta NK Soybean S24-K2",5,660,2.655
"2032",2018-08-18,5,507,"T6","Syngenta NK Soybean S24-K2",2,660,2.515
"2033",2018-08-18,5,508,"T4","Pioneer P20T79R2",5,660,2.87
"2034",2018-08-18,5,509,"T3","Pioneer P20T79R2",4,660,2.82
"2035",2018-08-18,5,510,"T1","Pioneer P20T79R2",2,660,2.805
"2036",2018-08-18,6,601,"T3","Pioneer P20T79R2",4,660,2.72
"2037",2018-08-18,6,602,"T6","Syngenta NK Soybean S24-K2",2,660,2.415
"2038",2018-08-18,6,603,"T1","Pioneer P20T79R2",2,660,2.81
"2039",2018-08-18,6,604,"T5","Pioneer P20T79R2",0,660,2.775
"2040",2018-08-18,6,605,"T8","Syngenta NK Soybean S24-K2",4,660,2.505
"2041",2018-08-18,6,606,"T7","Syngenta NK Soybean S24-K2",3,660,2.505
"2042",2018-08-18,6,607,"T4","Pioneer P20T79R2",5,660,2.87
"2043",2018-08-18,6,608,"T9","Syngenta NK Soybean S24-K2",5,660,2.545
"2044",2018-08-18,6,609,"T2","Pioneer P20T79R2",3,660,2.855
"2045",2018-08-18,6,610,"T10","Syngenta NK Soybean S24-K2",0,660,2.43
"2046",2018-08-25,1,101,"T8","Syngenta NK Soybean S24-K2",4,660,3.25
"2047",2018-08-25,1,102,"T6","Syngenta NK Soybean S24-K2",2,660,3.655
"2048",2018-08-25,1,103,"T4","Pioneer P20T79R2",5,660,4.425
"2049",2018-08-25,1,104,"T7","Syngenta NK Soybean S24-K2",3,660,3.385
"2050",2018-08-25,1,105,"T9","Syngenta NK Soybean S24-K2",5,660,4.605
"2051",2018-08-25,1,106,"T2","Pioneer P20T79R2",3,660,2.845
"2052",2018-08-25,1,107,"T5","Pioneer P20T79R2",0,660,3.435
"2053",2018-08-25,1,108,"T3","Pioneer P20T79R2",4,660,3.885
"2054",2018-08-25,1,109,"T10","Syngenta NK Soybean S24-K2",0,660,4.835
"2055",2018-08-25,1,110,"T1","Pioneer P20T79R2",2,660,3.3
"2056",2018-08-25,2,201,"T9","Syngenta NK Soybean S24-K2",5,660,3.315
"2057",2018-08-25,2,202,"T2","Pioneer P20T79R2",3,660,4.845
"2058",2018-08-25,2,203,"T1","Pioneer P20T79R2",2,660,3.445
"2059",2018-08-25,2,204,"T5","Pioneer P20T79R2",0,660,4.305
"2060",2018-08-25,2,205,"T8","Syngenta NK Soybean S24-K2",4,660,3.97
"2061",2018-08-25,2,206,"T6","Syngenta NK Soybean S24-K2",2,660,3.32
"2062",2018-08-25,2,207,"T7","Syngenta NK Soybean S24-K2",3,660,5.395
"2063",2018-08-25,2,208,"T4","Pioneer P20T79R2",5,660,3.635
"2064",2018-08-25,2,209,"T3","Pioneer P20T79R2",4,660,4.25
"2065",2018-08-25,2,210,"T10","Syngenta NK Soybean S24-K2",0,660,3.94
"2066",2018-08-25,3,301,"T5","Pioneer P20T79R2",0,660,4.88
"2067",2018-08-25,3,302,"T6","Syngenta NK Soybean S24-K2",2,660,4.245
"2068",2018-08-25,3,303,"T3","Pioneer P20T79R2",4,660,5.44
"2069",2018-08-25,3,304,"T8","Syngenta NK Soybean S24-K2",4,660,5.13
"2070",2018-08-25,3,305,"T9","Syngenta NK Soybean S24-K2",5,660,3.67
"2071",2018-08-25,3,306,"T4","Pioneer P20T79R2",5,660,3.365
"2072",2018-08-25,3,307,"T1","Pioneer P20T79R2",2,660,4.015
"2073",2018-08-25,3,308,"T10","Syngenta NK Soybean S24-K2",0,660,4.04
"2074",2018-08-25,3,309,"T7","Syngenta NK Soybean S24-K2",3,660,3.205
"2075",2018-08-25,3,310,"T2","Pioneer P20T79R2",3,660,2.65
"2076",2018-08-25,4,401,"T3","Pioneer P20T79R2",4,660,4.255
"2077",2018-08-25,4,402,"T6","Syngenta NK Soybean S24-K2",2,660,3.835
"2078",2018-08-25,4,403,"T5","Pioneer P20T79R2",0,660,3.38
"2079",2018-08-25,4,404,"T2","Pioneer P20T79R2",3,660,4.04
"2080",2018-08-25,4,405,"T1","Pioneer P20T79R2",2,660,4.405
"2081",2018-08-25,4,406,"T4","Pioneer P20T79R2",5,660,5.07
"2082",2018-08-25,4,407,"T10","Syngenta NK Soybean S24-K2",0,660,4.14
"2083",2018-08-25,4,408,"T8","Syngenta NK Soybean S24-K2",4,660,3.965
"2084",2018-08-25,4,409,"T7","Syngenta NK Soybean S24-K2",3,660,3.65
"2085",2018-08-25,4,410,"T9","Syngenta NK Soybean S24-K2",5,660,4.605
"2086",2018-08-25,5,501,"T10","Syngenta NK Soybean S24-K2",0,660,3.72
"2087",2018-08-25,5,502,"T2","Pioneer P20T79R2",3,660,3.465
"2088",2018-08-25,5,503,"T5","Pioneer P20T79R2",0,660,4.745
"2089",2018-08-25,5,504,"T8","Syngenta NK Soybean S24-K2",4,660,5.94
"2090",2018-08-25,5,505,"T7","Syngenta NK Soybean S24-K2",3,660,4.68
"2091",2018-08-25,5,506,"T9","Syngenta NK Soybean S24-K2",5,660,4.285
"2092",2018-08-25,5,507,"T6","Syngenta NK Soybean S24-K2",2,660,3.875
"2093",2018-08-25,5,508,"T4","Pioneer P20T79R2",5,660,3.03
"2094",2018-08-25,5,509,"T3","Pioneer P20T79R2",4,660,3.66
"2095",2018-08-25,5,510,"T1","Pioneer P20T79R2",2,660,3.505
"2096",2018-08-25,6,601,"T3","Pioneer P20T79R2",4,660,4.715
"2097",2018-08-25,6,602,"T6","Syngenta NK Soybean S24-K2",2,660,5.565
"2098",2018-08-25,6,603,"T1","Pioneer P20T79R2",2,660,3.78
"2099",2018-08-25,6,604,"T5","Pioneer P20T79R2",0,660,3.97
"2100",2018-08-25,6,605,"T8","Syngenta NK Soybean S24-K2",4,660,4.195
"2101",2018-08-25,6,606,"T7","Syngenta NK Soybean S24-K2",3,660,4.335
"2102",2018-08-25,6,607,"T4","Pioneer P20T79R2",5,660,4.425
"2103",2018-08-25,6,608,"T9","Syngenta NK Soybean S24-K2",5,660,5.975
"2104",2018-08-25,6,609,"T2","Pioneer P20T79R2",3,660,4.71
"2105",2018-08-25,6,610,"T10","Syngenta NK Soybean S24-K2",0,660,5.04
"2106",2018-06-29,1,101,"T8","Syngenta NK Soybean S24-K2",4,710,10.965
"2107",2018-06-29,1,102,"T6","Syngenta NK Soybean S24-K2",2,710,10.36
"2108",2018-06-29,1,103,"T4","Pioneer P20T79R2",5,710,10.625
"2109",2018-06-29,1,104,"T7","Syngenta NK Soybean S24-K2",3,710,9.675
"2110",2018-06-29,1,105,"T9","Syngenta NK Soybean S24-K2",5,710,10.6
"2111",2018-06-29,1,106,"T2","Pioneer P20T79R2",3,710,11.105
"2112",2018-06-29,1,107,"T5","Pioneer P20T79R2",0,710,10.485
"2113",2018-06-29,1,108,"T3","Pioneer P20T79R2",4,710,10.765
"2114",2018-06-29,1,109,"T10","Syngenta NK Soybean S24-K2",0,710,11.635
"2115",2018-06-29,1,110,"T1","Pioneer P20T79R2",2,710,11.83
"2116",2018-06-29,2,201,"T9","Syngenta NK Soybean S24-K2",5,710,10.585
"2117",2018-06-29,2,202,"T2","Pioneer P20T79R2",3,710,10.395
"2118",2018-06-29,2,203,"T1","Pioneer P20T79R2",2,710,9.58
"2119",2018-06-29,2,204,"T5","Pioneer P20T79R2",0,710,10.25
"2120",2018-06-29,2,205,"T8","Syngenta NK Soybean S24-K2",4,710,10.6
"2121",2018-06-29,2,206,"T6","Syngenta NK Soybean S24-K2",2,710,11.765
"2122",2018-06-29,2,207,"T7","Syngenta NK Soybean S24-K2",3,710,11.005
"2123",2018-06-29,2,208,"T4","Pioneer P20T79R2",5,710,10.625
"2124",2018-06-29,2,209,"T3","Pioneer P20T79R2",4,710,12.77
"2125",2018-06-29,2,210,"T10","Syngenta NK Soybean S24-K2",0,710,12.14
"2126",2018-06-29,3,301,"T5","Pioneer P20T79R2",0,710,11.225
"2127",2018-06-29,3,302,"T6","Syngenta NK Soybean S24-K2",2,710,10.975
"2128",2018-06-29,3,303,"T3","Pioneer P20T79R2",4,710,10.52
"2129",2018-06-29,3,304,"T8","Syngenta NK Soybean S24-K2",4,710,9.715
"2130",2018-06-29,3,305,"T9","Syngenta NK Soybean S24-K2",5,710,11.105
"2131",2018-06-29,3,306,"T4","Pioneer P20T79R2",5,710,10.955
