"","DATE","Block","Plot","Rotation","Quadrat","Wavelength","Reflectance","ID","2017-08-17_Incidence","2017-08-17_Severity","2017-08-24_Incidence","2017-08-24_Severity","2017-08-31_Incidence","2017-08-31_Severity","2017-09-09_Incidence","2017-09-09_Severity","2017-09-13_Incidence","2017-09-13_Severity"
"17",2017-06-21,"1","16","S3",1607,460,5.74,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"18",2017-06-21,"1","16","S3",1608,460,6.69,"SDS_2017",0,0,0.625,10,0.625,15,0.625,30,1.25,50
"19",2017-06-21,"1","16","S3",1609,460,5.87,"SDS_2017",0,0,5,5,6.25,15,6.25,30,6.25,40
"20",2017-06-21,"1","16","S3",1610,460,4.97,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"21",2017-06-21,"1","17","S4",1711,460,6.33,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"22",2017-06-21,"1","17","S4",1712,460,5.9,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"23",2017-06-21,"1","17","S4",1713,460,5.96,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"24",2017-06-21,"1","17","S4",1714,460,6.33,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"25",2017-06-21,"1","17","S4",1715,460,6.24,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"26",2017-06-21,"1","17","S4",1716,460,6.61,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"27",2017-06-21,"1","17","S4",1717,460,6.53,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"28",2017-06-21,"1","17","S4",1718,460,6.32,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"29",2017-06-21,"1","17","S4",1719,460,6.26,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"30",2017-06-21,"1","17","S4",1720,460,5.91,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"31",2017-06-21,"2","22","S4",2201,460,6.63,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"32",2017-06-21,"2","22","S4",2202,460,7.22,"SDS_2017",0,0,0.625,5,0.625,5,0.625,5,0.625,5
"33",2017-06-21,"2","22","S4",2203,460,6.58,"SDS_2017",0,0,0.625,5,1.25,5,1.25,10,1.875,12
"34",2017-06-21,"2","22","S4",2204,460,5.73,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"35",2017-06-21,"2","22","S4",2205,460,5.36,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"36",2017-06-21,"2","22","S4",2206,460,5.84,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"37",2017-06-21,"2","22","S4",2207,460,5.97,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"38",2017-06-21,"2","22","S4",2208,460,6.53,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"39",2017-06-21,"2","22","S4",2209,460,6.77,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"40",2017-06-21,"2","22","S4",2210,460,7.16,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"41",2017-06-21,"2","24","S2",2411,460,5.76,"SDS_2017",0,0,1.25,5,1.25,5,1.25,10,1.25,10
"42",2017-06-21,"2","24","S2",2412,460,6.19,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"43",2017-06-21,"2","24","S2",2413,460,6.18,"SDS_2017",0,0,0,0,1.25,5,1.875,10,3.125,15
"44",2017-06-21,"2","24","S2",2414,460,6.67,"SDS_2017",0,0,0.625,25,3.125,5,3.125,10,5,12
"45",2017-06-21,"2","24","S2",2415,460,6.94,"SDS_2017",0,0,1.25,5,1.25,5,1.25,10,1.875,15
"46",2017-06-21,"2","24","S2",2416,460,6.9,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"47",2017-06-21,"2","24","S2",2417,460,6.81,"SDS_2017",0,0,0.625,5,1.875,5,3.125,10,3.125,10
"48",2017-06-21,"2","24","S2",2418,460,6.37,"SDS_2017",0,0,4.375,5,10,15,12.5,25,12.5,25
"49",2017-06-21,"2","24","S2",2419,460,5.97,"SDS_2017",0,0,3.125,5,8.125,10,9.375,20,12.5,25
"50",2017-06-21,"2","24","S2",2420,460,5.66,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"51",2017-06-21,"2","25","S3",2511,460,5.73,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"52",2017-06-21,"2","25","S3",2512,460,5.35,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"53",2017-06-21,"2","25","S3",2513,460,5.88,"SDS_2017",0,0,0.625,10,0.625,10,0.625,10,0.625,10
"54",2017-06-21,"2","25","S3",2514,460,5.72,"SDS_2017",0,0,0,0,1.875,5,3.125,10,3.125,10
"55",2017-06-21,"2","25","S3",2515,460,5.63,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"56",2017-06-21,"2","25","S3",2516,460,5.5,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"57",2017-06-21,"2","25","S3",2517,460,5.19,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"58",2017-06-21,"2","25","S3",2518,460,5.16,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"59",2017-06-21,"2","25","S3",2519,460,5.08,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"60",2017-06-21,"2","25","S3",2520,460,5.3,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"61",2017-06-21,"3","33","S3",3311,460,5.61,"SDS_2017",0,0,1.25,2,3.125,5,3.125,10,3.125,10
"62",2017-06-21,"3","33","S3",3312,460,6.29,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"63",2017-06-21,"3","33","S3",3313,460,6.74,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"64",2017-06-21,"3","33","S3",3314,460,6.19,"SDS_2017",0,0,1.25,5,1.875,5,3.125,10,3.125,10
"65",2017-06-21,"3","33","S3",3315,460,6.72,"SDS_2017",0,0,5.625,5,11.25,15,18.75,40,25,50
"66",2017-06-21,"3","33","S3",3316,460,5.94,"SDS_2017",0,0,0,0,1.25,5,3.125,10,6.25,15
"67",2017-06-21,"3","33","S3",3317,460,6.13,"SDS_2017",0,0,1.25,2,3.75,8,6.25,20,6.25,25
"68",2017-06-21,"3","33","S3",3318,460,7.04,"SDS_2017",0,0,1.875,5,2.5,5,6.25,20,9.375,25
"69",2017-06-21,"3","33","S3",3319,460,6.28,"SDS_2017",0,0,2.5,3,3.75,5,6.25,15,6.25,20
"70",2017-06-21,"3","33","S3",3320,460,6.29,"SDS_2017",0,0,1.875,3,6.25,5,9.375,20,12.5,25
"71",2017-06-21,"3","34","S2",3411,460,5.46,"SDS_2017",0,0,0,0,3.125,10,5,15,6.25,20
"72",2017-06-21,"3","34","S2",3412,460,6.11,"SDS_2017",0,0,0,0,0.625,2,1.25,5,1.25,5
"73",2017-06-21,"3","34","S2",3413,460,6.37,"SDS_2017",0,0,6.25,5,9.375,10,12.5,20,12.5,20
"74",2017-06-21,"3","34","S2",3414,460,6.25,"SDS_2017",0,0,5,10,15.625,15,18.75,25,18.75,30
"75",2017-06-21,"3","34","S2",3415,460,6.46,"SDS_2017",0,0,6.25,5,18.75,10,25,25,31.25,30
"76",2017-06-21,"3","34","S2",3416,460,6.63,"SDS_2017",0,0,1.25,5,6.25,8,6.25,15,6.25,20
"77",2017-06-21,"3","34","S2",3417,460,6.41,"SDS_2017",0,0,0.625,2,3.125,10,5,15,6.25,20
"78",2017-06-21,"3","34","S2",3418,460,6.62,"SDS_2017",0,0,0,0,0,0,1.875,5,6.25,25
"79",2017-06-21,"3","34","S2",3419,460,5.56,"SDS_2017",0,0,0.625,2,6.25,5,9.375,10,12.5,25
"80",2017-06-21,"3","34","S2",3420,460,6.37,"SDS_2017",0,0,2.5,8,3.125,10,6.25,15,12.5,25
"81",2017-06-21,"3","39","S4",3911,460,5.49,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"82",2017-06-21,"3","39","S4",3912,460,5.37,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"83",2017-06-21,"3","39","S4",3913,460,5.46,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"84",2017-06-21,"3","39","S4",3914,460,5.36,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"85",2017-06-21,"3","39","S4",3915,460,5.46,"SDS_2017",0,0,1.25,5,1.875,5,3.125,10,3.125,10
"86",2017-06-21,"3","39","S4",3916,460,5.79,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"87",2017-06-21,"3","39","S4",3917,460,5.36,"SDS_2017",0,0,1.25,5,1.875,10,3.125,15,5,20
"88",2017-06-21,"3","39","S4",3918,460,5.73,"SDS_2017",0,0,1.25,5,2.5,8,3.125,10,3.125,15
"89",2017-06-21,"3","39","S4",3919,460,5.6,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"90",2017-06-21,"3","39","S4",3920,460,5.5,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"91",2017-06-21,"4","41","S4",4111,460,5.29,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"92",2017-06-21,"4","41","S4",4112,460,5.33,"SDS_2017",0,0,0,0,0,0,1.25,5,1.25,5
"93",2017-06-21,"4","41","S4",4113,460,5.53,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"94",2017-06-21,"4","41","S4",4114,460,5.48,"SDS_2017",0,0,0,0,0,0,1.25,5,1.25,5
"95",2017-06-21,"4","41","S4",4115,460,5.85,"SDS_2017",0,0,0,0,0.625,5,0.625,8,0.625,8
"96",2017-06-21,"4","41","S4",4116,460,5.42,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"97",2017-06-21,"4","41","S4",4117,460,6.41,"SDS_2017",0,0,0,0,0,0,3.125,5,3.125,5
"98",2017-06-21,"4","41","S4",4118,460,6.53,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"99",2017-06-21,"4","41","S4",4119,460,5.44,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"100",2017-06-21,"4","41","S4",4120,460,6.77,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"101",2017-06-21,"4","42","S3",4201,460,5.78,"SDS_2017",0,0,6.25,10,15.625,25,50,50,50,50
"102",2017-06-21,"4","42","S3",4202,460,5.94,"SDS_2017",0,0,4.375,10,7.5,10,9.375,15,25,30
"103",2017-06-21,"4","42","S3",4203,460,5.69,"SDS_2017",0,0,3.75,3,9.375,5,20,25,25,30
"104",2017-06-21,"4","42","S3",4204,460,5.48,"SDS_2017",0,0,2.5,3,12.5,10,15.625,15,18.75,20
"105",2017-06-21,"4","42","S3",4205,460,5.39,"SDS_2017",0,0,7.5,15,12.5,20,25,40,25,45
"106",2017-06-21,"4","42","S3",4206,460,4.91,"SDS_2017",0,0,5,5,12.5,20,25,45,25,50
"107",2017-06-21,"4","42","S3",4207,460,5.13,"SDS_2017",0,0,4.375,5,9.375,10,20,30,20,30
"108",2017-06-21,"4","42","S3",4208,460,4.73,"SDS_2017",0,0,3.75,5,11.25,10,15,35,15,35
"109",2017-06-21,"4","42","S3",4209,460,4.81,"SDS_2017",0,0,3.125,5,9.375,30,15,30,15,35
"110",2017-06-21,"4","42","S3",4210,460,5.05,"SDS_2017",0,0,6.25,8,7.5,20,15,30,20,35
"111",2017-06-21,"4","44","S2",4401,460,5.05,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"112",2017-06-21,"4","44","S2",4402,460,5.41,"SDS_2017",0,0,7.5,5,3.125,5,3.125,10,3.125,12
"113",2017-06-21,"4","44","S2",4403,460,5.08,"SDS_2017",0,0,1.875,5,3.125,5,3.125,10,5,12
"114",2017-06-21,"4","44","S2",4404,460,5.25,"SDS_2017",0,0,3.125,5,6.25,5,6.25,10,6.25,10
"115",2017-06-21,"4","44","S2",4405,460,4.97,"SDS_2017",0,0,0,0,1.875,5,1.875,5,3.125,5
"116",2017-06-21,"4","44","S2",4406,460,5.24,"SDS_2017",0.625,5,3.125,10,3.125,10,6.25,15,9.375,20
"117",2017-06-21,"4","44","S2",4407,460,5.23,"SDS_2017",0,0,2.5,3,6.25,5,6.25,10,9.375,15
"118",2017-06-21,"4","44","S2",4408,460,5.12,"SDS_2017",0,0,0,0,3.125,5,3.125,5,3.125,5
"119",2017-06-21,"4","44","S2",4409,460,4.71,"SDS_2017",0,0,0,0,1.25,5,1.25,5,1.25,8
"120",2017-06-21,"4","44","S2",4410,460,5.78,"SDS_2017",0,0,5,5,5,5,5,10,5,10
"121",2017-06-30,"1","13","S2",1311,460,4.99,"SDS_2017",0,0,13.75,5,25,15,30,30,30,35
"122",2017-06-30,"1","13","S2",1312,460,4.98,"SDS_2017",0,0,10,5,11.25,10,18.75,30,18.75,40
"123",2017-06-30,"1","13","S2",1313,460,4.84,"SDS_2017",0,0,13.125,5,18.125,10,25,30,25,30
"124",2017-06-30,"1","13","S2",1314,460,5.55,"SDS_2017",0,0,3.125,5,6.25,8,9.375,15,9.375,15
"125",2017-06-30,"1","13","S2",1315,460,6.11,"SDS_2017",0,0,13.75,5,15.625,10,18.75,25,18.75,25
"126",2017-06-30,"2","25","S3",1316,460,5.71,"SDS_2017",0,0,16.875,5,25,15,30,30,30,30
"127",2017-06-30,"1","13","S2",1317,460,6.29,"SDS_2017",0,0,14.375,5,16.875,10,25,30,25,30
"128",2017-06-30,"1","13","S2",1318,460,5.48,"SDS_2017",0,0,8.125,5,9.375,10,20,20,25,20
"129",2017-06-30,"1","13","S2",1319,460,5.51,"SDS_2017",0,0,5,5,5,8,6.25,15,6.25,20
"130",2017-06-30,"1","13","S2",1320,460,6.05,"SDS_2017",0,0,0.625,5,0.625,10,1.875,15,3.125,20
"131",2017-06-30,"1","13","S2",1601,460,5.26,"SDS_2017",0,0,1.25,5,2.5,10,3.125,15,3.125,20
"132",2017-06-30,"1","16","S3",1602,460,3.9,"SDS_2017",0,0,1.875,5,3.125,10,6.25,15,6.25,15
"133",2017-06-30,"1","16","S3",1603,460,4.14,"SDS_2017",0.625,5,3.125,8,6.25,10,9.375,15,9.375,15
"134",2017-06-30,"1","16","S3",1604,460,3.59,"SDS_2017",0,0,2.5,5,3.75,10,6.25,15,6.25,15
"135",2017-06-30,"1","16","S3",1605,460,3.88,"SDS_2017",0,0,0,0,0,0,0.625,10,0.625,10
"136",2017-06-30,"1","16","S3",1606,460,4.15,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"137",2017-06-30,"1","16","S3",1607,460,4.11,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"138",2017-06-30,"1","16","S3",1608,460,5.5,"SDS_2017",0,0,0.625,10,0.625,15,0.625,30,1.25,50
"139",2017-06-30,"1","16","S3",1609,460,4.41,"SDS_2017",0,0,5,5,6.25,15,6.25,30,6.25,40
"140",2017-06-30,"1","16","S3",1610,460,3.77,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"141",2017-06-30,"1","16","S3",1711,460,4.88,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"142",2017-06-30,"1","17","S4",1712,460,4.23,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"143",2017-06-30,"1","17","S4",1713,460,4.62,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"144",2017-06-30,"1","17","S4",1714,460,5.01,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"145",2017-06-30,"1","17","S4",1715,460,4.57,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"146",2017-06-30,"1","17","S4",1716,460,4.9,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"147",2017-06-30,"1","17","S4",1717,460,4.78,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"148",2017-06-30,"1","17","S4",1718,460,4.81,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"149",2017-06-30,"1","17","S4",1719,460,4.95,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"150",2017-06-30,"1","17","S4",1720,460,4.8,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"151",2017-06-30,"1","17","S4",2201,460,4.94,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"152",2017-06-30,"2","22","S4",2202,460,5.68,"SDS_2017",0,0,0.625,5,0.625,5,0.625,5,0.625,5
"153",2017-06-30,"2","22","S4",2203,460,4.58,"SDS_2017",0,0,0.625,5,1.25,5,1.25,10,1.875,12
"154",2017-06-30,"2","22","S4",2204,460,4.05,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"155",2017-06-30,"2","22","S4",2205,460,3.82,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"156",2017-06-30,"2","22","S4",2206,460,4.37,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"157",2017-06-30,"2","22","S4",2207,460,4.52,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"158",2017-06-30,"2","22","S4",2208,460,4.81,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"159",2017-06-30,"2","22","S4",2209,460,5.12,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"160",2017-06-30,"2","22","S4",2210,460,5.57,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"161",2017-06-30,"2","22","S4",2411,460,4.09,"SDS_2017",0,0,1.25,5,1.25,5,1.25,10,1.25,10
"162",2017-06-30,"2","24","S2",2412,460,5.01,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"163",2017-06-30,"2","24","S2",2413,460,4.69,"SDS_2017",0,0,0,0,1.25,5,1.875,10,3.125,15
"164",2017-06-30,"2","24","S2",2414,460,4.85,"SDS_2017",0,0,0.625,25,3.125,5,3.125,10,5,12
"165",2017-06-30,"2","24","S2",2415,460,5.16,"SDS_2017",0,0,1.25,5,1.25,5,1.25,10,1.875,15
"166",2017-06-30,"2","24","S2",2416,460,5.18,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"167",2017-06-30,"2","24","S2",2417,460,4.99,"SDS_2017",0,0,0.625,5,1.875,5,3.125,10,3.125,10
"168",2017-06-30,"2","24","S2",2418,460,4.94,"SDS_2017",0,0,4.375,5,10,15,12.5,25,12.5,25
"169",2017-06-30,"2","24","S2",2419,460,4.55,"SDS_2017",0,0,3.125,5,8.125,10,9.375,20,12.5,25
"170",2017-06-30,"2","24","S2",2420,460,4.41,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"171",2017-06-30,"2","24","S2",2511,460,3.85,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"172",2017-06-30,"2","25","S3",2512,460,3.59,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"173",2017-06-30,"2","25","S3",2513,460,3.54,"SDS_2017",0,0,0.625,10,0.625,10,0.625,10,0.625,10
"174",2017-06-30,"2","25","S3",2514,460,3.74,"SDS_2017",0,0,0,0,1.875,5,3.125,10,3.125,10
"175",2017-06-30,"2","25","S3",2515,460,3.53,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"176",2017-06-30,"2","25","S3",2516,460,3.5,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"177",2017-06-30,"2","25","S3",2517,460,2.97,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"178",2017-06-30,"2","25","S3",2518,460,3.05,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"179",2017-06-30,"2","25","S3",2519,460,3.11,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"180",2017-06-30,"2","25","S3",2520,460,3.68,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"181",2017-06-30,"3","33","S3",3311,460,4.11,"SDS_2017",0,0,1.25,2,3.125,5,3.125,10,3.125,10
"182",2017-06-30,"3","33","S3",3312,460,4.73,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"183",2017-06-30,"3","33","S3",3313,460,5.73,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"184",2017-06-30,"3","33","S3",3314,460,4.93,"SDS_2017",0,0,1.25,5,1.875,5,3.125,10,3.125,10
"185",2017-06-30,"3","33","S3",3315,460,5.45,"SDS_2017",0,0,5.625,5,11.25,15,18.75,40,25,50
"186",2017-06-30,"3","33","S3",3316,460,4.7,"SDS_2017",0,0,0,0,1.25,5,3.125,10,6.25,15
"187",2017-06-30,"3","33","S3",3317,460,5.13,"SDS_2017",0,0,1.25,2,3.75,8,6.25,20,6.25,25
"188",2017-06-30,"3","33","S3",3318,460,5.63,"SDS_2017",0,0,1.875,5,2.5,5,6.25,20,9.375,25
"189",2017-06-30,"3","33","S3",3319,460,4.85,"SDS_2017",0,0,2.5,3,3.75,5,6.25,15,6.25,20
"190",2017-06-30,"3","33","S3",3320,460,5.18,"SDS_2017",0,0,1.875,3,6.25,5,9.375,20,12.5,25
"191",2017-06-30,"3","34","S2",3411,460,4.19,"SDS_2017",0,0,0,0,3.125,10,5,15,6.25,20
"192",2017-06-30,"3","34","S2",3412,460,4.71,"SDS_2017",0,0,0,0,0.625,2,1.25,5,1.25,5
"193",2017-06-30,"3","34","S2",3413,460,4.77,"SDS_2017",0,0,6.25,5,9.375,10,12.5,20,12.5,20
"194",2017-06-30,"3","34","S2",3414,460,4.76,"SDS_2017",0,0,5,10,15.625,15,18.75,25,18.75,30
"195",2017-06-30,"3","34","S2",3415,460,4.74,"SDS_2017",0,0,6.25,5,18.75,10,25,25,31.25,30
"196",2017-06-30,"3","34","S2",3416,460,5.09,"SDS_2017",0,0,1.25,5,6.25,8,6.25,15,6.25,20
"197",2017-06-30,"3","34","S2",3417,460,5.06,"SDS_2017",0,0,0.625,2,3.125,10,5,15,6.25,20
"198",2017-06-30,"3","34","S2",3418,460,5.11,"SDS_2017",0,0,0,0,0,0,1.875,5,6.25,25
"199",2017-06-30,"3","34","S2",3419,460,4.25,"SDS_2017",0,0,0.625,2,6.25,5,9.375,10,12.5,25
"200",2017-06-30,"3","34","S2",3420,460,5.49,"SDS_2017",0,0,2.5,8,3.125,10,6.25,15,12.5,25
"201",2017-06-30,"3","39","S4",3911,460,3.95,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"202",2017-06-30,"3","39","S4",3912,460,3.73,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"203",2017-06-30,"3","39","S4",3913,460,3.89,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"204",2017-06-30,"3","39","S4",3914,460,3.66,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"205",2017-06-30,"3","39","S4",3915,460,3.86,"SDS_2017",0,0,1.25,5,1.875,5,3.125,10,3.125,10
"206",2017-06-30,"3","39","S4",3916,460,4.18,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"207",2017-06-30,"3","39","S4",3917,460,4.13,"SDS_2017",0,0,1.25,5,1.875,10,3.125,15,5,20
"208",2017-06-30,"3","39","S4",3918,460,3.93,"SDS_2017",0,0,1.25,5,2.5,8,3.125,10,3.125,15
"209",2017-06-30,"3","39","S4",3919,460,3.76,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"210",2017-06-30,"3","39","S4",3920,460,3.92,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"211",2017-06-30,"4","41","S4",4111,460,3.51,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"212",2017-06-30,"4","41","S4",4112,460,3.94,"SDS_2017",0,0,0,0,0,0,1.25,5,1.25,5
"213",2017-06-30,"4","41","S4",4113,460,4.03,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"214",2017-06-30,"4","41","S4",4114,460,3.82,"SDS_2017",0,0,0,0,0,0,1.25,5,1.25,5
"215",2017-06-30,"4","41","S4",4115,460,4.27,"SDS_2017",0,0,0,0,0.625,5,0.625,8,0.625,8
"216",2017-06-30,"4","41","S4",4116,460,4.14,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"217",2017-06-30,"4","41","S4",4117,460,4.98,"SDS_2017",0,0,0,0,0,0,3.125,5,3.125,5
"218",2017-06-30,"4","41","S4",4118,460,5.02,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"219",2017-06-30,"4","41","S4",4119,460,3.91,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"220",2017-06-30,"4","41","S4",4120,460,5.25,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"221",2017-06-30,"4","42","S3",4201,460,4.21,"SDS_2017",0,0,6.25,10,15.625,25,50,50,50,50
"222",2017-06-30,"4","42","S3",4202,460,5.05,"SDS_2017",0,0,4.375,10,7.5,10,9.375,15,25,30
"223",2017-06-30,"4","42","S3",4203,460,4.44,"SDS_2017",0,0,3.75,3,9.375,5,20,25,25,30
"224",2017-06-30,"4","42","S3",4204,460,4.33,"SDS_2017",0,0,2.5,3,12.5,10,15.625,15,18.75,20
"225",2017-06-30,"4","42","S3",4205,460,4.19,"SDS_2017",0,0,7.5,15,12.5,20,25,40,25,45
"226",2017-06-30,"4","42","S3",4206,460,3.86,"SDS_2017",0,0,5,5,12.5,20,25,45,25,50
"227",2017-06-30,"4","42","S3",4207,460,3.55,"SDS_2017",0,0,4.375,5,9.375,10,20,30,20,30
"228",2017-06-30,"4","42","S3",4208,460,3.3,"SDS_2017",0,0,3.75,5,11.25,10,15,35,15,35
"229",2017-06-30,"4","42","S3",4209,460,3.63,"SDS_2017",0,0,3.125,5,9.375,30,15,30,15,35
"230",2017-06-30,"4","42","S3",4210,460,3.83,"SDS_2017",0,0,6.25,8,7.5,20,15,30,20,35
"231",2017-06-30,"4","44","S2",4401,460,4.32,"SDS_2017",0,0,0,0,0,0,0,0,0,0
"232",2017-06-30,"4","44","S2",4402,460,4.23,"SDS_2017",0,0,7.5,5,3.125,5,3.125,10,3.125,12
"233",2017-06-30,"4","44","S2",4403,460,3.87,"SDS_2017",0,0,1.875,5,3.125,5,3.125,10,5,12
