ID,Date,Block,Plot,Rotation,Quadrat,Severity,Incidence
SDS_2016,2016-07-27,2,21,S4,2104,0,0
SDS_2016,2016-07-27,2,21,S4,2105,0,0
SDS_2016,2016-07-27,2,21,S4,2106,0,0
SDS_2016,2016-07-27,2,21,S4,2107,0,0
SDS_2016,2016-07-27,2,21,S4,2108,0,0
SDS_2016,2016-07-27,2,21,S4,2109,0,0
SDS_2016,2016-07-27,2,21,S4,2110,0,0
SDS_2016,2016-07-27,2,21,S4,2111,0,0
SDS_2016,2016-07-27,2,21,S4,2112,0,0
SDS_2016,2016-07-27,2,21,S4,2113,0,0
SDS_2016,2016-07-27,2,21,S4,2114,0,0
SDS_2016,2016-07-27,2,21,S4,2115,0,0
SDS_2016,2016-07-27,2,21,S4,2116,0,0
SDS_2016,2016-07-27,2,21,S4,2117,0,0
SDS_2016,2016-07-27,2,21,S4,2118,0,0
SDS_2016,2016-07-27,2,21,S4,2119,0,0
SDS_2016,2016-07-27,2,21,S4,2120,0,0
SDS_2016,2016-07-27,2,26,S3,2601,0,0
SDS_2016,2016-07-27,2,26,S3,2602,0,0
SDS_2016,2016-07-27,2,26,S3,2603,0,0
SDS_2016,2016-07-27,2,26,S3,2604,0,0
SDS_2016,2016-07-27,2,26,S3,2605,0,0
SDS_2016,2016-07-27,2,26,S3,2606,0,0
SDS_2016,2016-07-27,2,26,S3,2607,0,0
SDS_2016,2016-07-27,2,26,S3,2608,0,0
SDS_2016,2016-07-27,2,26,S3,2609,0,0
SDS_2016,2016-07-27,2,26,S3,2610,0,0
SDS_2016,2016-07-27,2,26,S3,2611,0,0
SDS_2016,2016-07-27,2,26,S3,2612,0,0
SDS_2016,2016-07-27,2,26,S3,2613,0,0
SDS_2016,2016-07-27,2,26,S3,2614,0,0
SDS_2016,2016-07-27,2,26,S3,2615,0,0
SDS_2016,2016-07-27,2,26,S3,2616,0,0
SDS_2016,2016-07-27,2,26,S3,2617,0,0
SDS_2016,2016-07-27,2,26,S3,2618,0,0
SDS_2016,2016-07-27,2,26,S3,2619,0,0
SDS_2016,2016-07-27,2,26,S3,2620,0,0
SDS_2016,2016-07-27,2,27,S2,2701,0,0
SDS_2016,2016-07-27,2,27,S2,2702,0,0
SDS_2016,2016-07-27,2,27,S2,2703,0,0
SDS_2016,2016-07-27,2,27,S2,2704,0,0
SDS_2016,2016-07-27,2,27,S2,2705,0,0
SDS_2016,2016-07-27,2,27,S2,2706,0,0
SDS_2016,2016-07-27,2,27,S2,2707,0,0
SDS_2016,2016-07-27,2,27,S2,2708,0,0
SDS_2016,2016-07-27,2,27,S2,2709,0,0
SDS_2016,2016-07-27,2,27,S2,2710,0,0
SDS_2016,2016-07-27,2,27,S2,2711,0,0
SDS_2016,2016-07-27,2,27,S2,2712,0,0
SDS_2016,2016-07-27,2,27,S2,2713,0,0
SDS_2016,2016-07-27,2,27,S2,2714,0,0
SDS_2016,2016-07-27,2,27,S2,2715,0,0
SDS_2016,2016-07-27,2,27,S2,2716,0,0
SDS_2016,2016-07-27,2,27,S2,2717,0,0
SDS_2016,2016-07-27,2,27,S2,2718,0,0
SDS_2016,2016-07-27,2,27,S2,2719,0,0
SDS_2016,2016-07-27,2,27,S2,2720,0,0
SDS_2016,2016-07-27,3,31,S4,3101,0,0
SDS_2016,2016-07-27,3,31,S4,3102,0,0
SDS_2016,2016-07-27,3,31,S4,3103,0,0
SDS_2016,2016-07-27,3,31,S4,3104,0,0
SDS_2016,2016-07-27,3,31,S4,3105,0,0
SDS_2016,2016-07-27,3,31,S4,3106,0,0
SDS_2016,2016-07-27,3,31,S4,3107,0,0
SDS_2016,2016-07-27,3,31,S4,3108,0,0
SDS_2016,2016-07-27,3,31,S4,3109,0,0
SDS_2016,2016-07-27,3,31,S4,3110,0,0
SDS_2016,2016-07-27,3,31,S4,3111,0,0
SDS_2016,2016-07-27,3,31,S4,3112,0,0
SDS_2016,2016-07-27,3,31,S4,3113,0,0
SDS_2016,2016-07-27,3,31,S4,3114,0,0
SDS_2016,2016-07-27,3,31,S4,3115,0,0
SDS_2016,2016-07-27,3,31,S4,3116,0,0
SDS_2016,2016-07-27,3,31,S4,3117,0,0
SDS_2016,2016-07-27,3,31,S4,3118,0,0
SDS_2016,2016-07-27,3,31,S4,3119,0,0
SDS_2016,2016-07-27,3,31,S4,3120,0,0
SDS_2016,2016-07-27,3,35,S2,3501,0,0
SDS_2016,2016-07-27,3,35,S2,3502,0,0
SDS_2016,2016-07-27,3,35,S2,3503,0,0
SDS_2016,2016-07-27,3,35,S2,3504,0,0
SDS_2016,2016-07-27,3,35,S2,3505,0,0
SDS_2016,2016-07-27,3,35,S2,3506,0,0
SDS_2016,2016-07-27,3,35,S2,3507,0,0
SDS_2016,2016-07-27,3,35,S2,3508,0,0
SDS_2016,2016-07-27,3,35,S2,3509,0,0
SDS_2016,2016-07-27,3,35,S2,3510,0,0
SDS_2016,2016-07-27,3,35,S2,3511,0,0
SDS_2016,2016-07-27,3,35,S2,3512,0,0
SDS_2016,2016-07-27,3,35,S2,3513,0,0
SDS_2016,2016-07-27,3,35,S2,3514,0,0
SDS_2016,2016-07-27,3,35,S2,3515,5,1.875
SDS_2016,2016-07-27,3,35,S2,3516,0,0
SDS_2016,2016-07-27,3,35,S2,3517,1,0.625
SDS_2016,2016-07-27,3,35,S2,3518,0,0
SDS_2016,2016-07-27,3,35,S2,3519,0,0
SDS_2016,2016-07-27,3,35,S2,3520,2,0.625
SDS_2016,2016-07-27,3,36,S3,3601,0,0
SDS_2016,2016-07-27,3,36,S3,3602,0,0
SDS_2016,2016-07-27,3,36,S3,3603,0,0
SDS_2016,2016-07-27,3,36,S3,3604,0,0
SDS_2016,2016-07-27,3,36,S3,3605,0,0
SDS_2016,2016-07-27,3,36,S3,3606,0,0
SDS_2016,2016-07-27,3,36,S3,3607,0,0
SDS_2016,2016-07-27,3,36,S3,3608,0,0
SDS_2016,2016-07-27,3,36,S3,3609,0,0
SDS_2016,2016-07-27,3,36,S3,3610,0,0
SDS_2016,2016-07-27,3,36,S3,3611,0,0
SDS_2016,2016-07-27,3,36,S3,3612,0,0
SDS_2016,2016-07-27,3,36,S3,3613,0,0
SDS_2016,2016-07-27,3,36,S3,3614,0,0
SDS_2016,2016-07-27,3,36,S3,3615,0,0
SDS_2016,2016-07-27,3,36,S3,3616,0,0
SDS_2016,2016-07-27,3,36,S3,3617,0,0
SDS_2016,2016-07-27,3,36,S3,3618,0,0
SDS_2016,2016-07-27,3,36,S3,3619,0,0
SDS_2016,2016-07-27,3,36,S3,3620,0,0
SDS_2016,2016-07-27,4,43,S4,4301,0,0
SDS_2016,2016-07-27,4,43,S4,4302,0,0
SDS_2016,2016-07-27,4,43,S4,4303,0,0
SDS_2016,2016-07-27,4,43,S4,4304,0,0
SDS_2016,2016-07-27,4,43,S4,4305,0,0
SDS_2016,2016-07-27,4,43,S4,4306,0,0
SDS_2016,2016-07-27,4,43,S4,4307,0,0
SDS_2016,2016-07-27,4,43,S4,4308,0,0
SDS_2016,2016-07-27,4,43,S4,4309,0,0
SDS_2016,2016-07-27,4,43,S4,4310,0,0
SDS_2016,2016-07-27,4,43,S4,4311,0,0
SDS_2016,2016-07-27,4,43,S4,4312,0,0
SDS_2016,2016-07-27,4,43,S4,4313,0,0
SDS_2016,2016-07-27,4,43,S4,4314,0,0
SDS_2016,2016-07-27,4,43,S4,4315,0,0
SDS_2016,2016-07-27,4,43,S4,4316,0,0
SDS_2016,2016-07-27,4,43,S4,4317,0,0
SDS_2016,2016-07-27,4,43,S4,4318,0,0
SDS_2016,2016-07-27,4,43,S4,4319,0,0
SDS_2016,2016-07-27,4,43,S4,4320,0,0
SDS_2016,2016-07-27,4,45,S2,4501,0,0
SDS_2016,2016-07-27,4,45,S2,4502,0,0
SDS_2016,2016-07-27,4,45,S2,4503,0,0
SDS_2016,2016-07-27,4,45,S2,4504,0,0
SDS_2016,2016-07-27,4,45,S2,4505,0,0
SDS_2016,2016-07-27,4,45,S2,4506,0,0
SDS_2016,2016-07-27,4,45,S2,4507,0,0
SDS_2016,2016-07-27,4,45,S2,4508,0,0
SDS_2016,2016-07-27,4,45,S2,4509,0,0
SDS_2016,2016-07-27,4,45,S2,4510,0,0
SDS_2016,2016-07-27,4,45,S2,4511,0,0
SDS_2016,2016-07-27,4,45,S2,4512,0,0
SDS_2016,2016-07-27,4,45,S2,4513,0,0
SDS_2016,2016-07-27,4,45,S2,4514,0,0
SDS_2016,2016-07-27,4,45,S2,4515,0,0
SDS_2016,2016-07-27,4,45,S2,4516,0,0
SDS_2016,2016-07-27,4,45,S2,4517,0,0
SDS_2016,2016-07-27,4,45,S2,4518,0,0
SDS_2016,2016-07-27,4,45,S2,4519,2,0.625
SDS_2016,2016-07-27,4,45,S2,4520,0,0
SDS_2016,2016-07-27,4,47,S3,4701,0,0
SDS_2016,2016-07-27,4,47,S3,4702,0,0
SDS_2016,2016-07-27,4,47,S3,4703,0,0
SDS_2016,2016-07-27,4,47,S3,4704,0,0
SDS_2016,2016-07-27,4,47,S3,4705,0,0
SDS_2016,2016-07-27,4,47,S3,4706,0,0
SDS_2016,2016-07-27,4,47,S3,4707,0,0
SDS_2016,2016-07-27,4,47,S3,4708,0,0
SDS_2016,2016-07-27,4,47,S3,4709,0,0
SDS_2016,2016-07-27,4,47,S3,4710,0,0
SDS_2016,2016-07-27,4,47,S3,4711,0,0
SDS_2016,2016-07-27,4,47,S3,4712,0,0
SDS_2016,2016-07-27,4,47,S3,4713,0,0
SDS_2016,2016-07-27,4,47,S3,4714,0,0
SDS_2016,2016-07-27,4,47,S3,4715,0,0
SDS_2016,2016-07-27,4,47,S3,4716,0,0
SDS_2016,2016-07-27,4,47,S3,4717,0,0
SDS_2016,2016-07-27,4,47,S3,4718,0,0
SDS_2016,2016-07-27,4,47,S3,4719,0,0
SDS_2016,2016-07-27,4,47,S3,4720,0,0
SDS_2016,2016-08-05,1,12,S4,1201,0,0
SDS_2016,2016-08-05,1,12,S4,1202,0,0
SDS_2016,2016-08-05,1,12,S4,1203,0,0
SDS_2016,2016-08-05,1,12,S4,1204,0,0
SDS_2016,2016-08-05,1,12,S4,1205,0,0
SDS_2016,2016-08-05,1,12,S4,1206,0,0
SDS_2016,2016-08-05,1,12,S4,1207,0,0
SDS_2016,2016-08-05,1,12,S4,1208,0,0
SDS_2016,2016-08-05,1,12,S4,1209,0,0
SDS_2016,2016-08-05,1,12,S4,1210,0,0
SDS_2016,2016-08-05,1,12,S4,1211,0,0
SDS_2016,2016-08-05,1,12,S4,1212,0,0
SDS_2016,2016-08-05,1,12,S4,1213,0,0
SDS_2016,2016-08-05,1,12,S4,1214,0,0
SDS_2016,2016-08-05,1,12,S4,1215,0,0
SDS_2016,2016-08-05,1,12,S4,1216,0,0
SDS_2016,2016-08-05,1,12,S4,1217,0,0
SDS_2016,2016-08-05,1,12,S4,1218,0,0
SDS_2016,2016-08-05,1,12,S4,1219,0,0
SDS_2016,2016-08-05,1,12,S4,1220,0,0
SDS_2016,2016-08-05,1,15,S3,1501,0,0
SDS_2016,2016-08-05,1,15,S3,1502,0,0
SDS_2016,2016-08-05,1,15,S3,1503,0,0
SDS_2016,2016-08-05,1,15,S3,1504,0,0
SDS_2016,2016-08-05,1,15,S3,1505,0,0
SDS_2016,2016-08-05,1,15,S3,1506,0,0
SDS_2016,2016-08-05,1,15,S3,1507,0,0
SDS_2016,2016-08-05,1,15,S3,1508,0,0
SDS_2016,2016-08-05,1,15,S3,1509,0,0
SDS_2016,2016-08-05,1,15,S3,1510,0,0
SDS_2016,2016-08-05,1,15,S3,1511,0,0
SDS_2016,2016-08-05,1,15,S3,1512,0,0
SDS_2016,2016-08-05,1,15,S3,1513,0,0
SDS_2016,2016-08-05,1,15,S3,1514,0,0
SDS_2016,2016-08-05,1,15,S3,1515,0,0
SDS_2016,2016-08-05,1,15,S3,1516,0,0
SDS_2016,2016-08-05,1,15,S3,1517,0,0
SDS_2016,2016-08-05,1,15,S3,1518,5,0.625
SDS_2016,2016-08-05,1,15,S3,1519,0,0
SDS_2016,2016-08-05,1,15,S3,1520,0,0
SDS_2016,2016-08-05,1,19,S2,1901,5,1.25
SDS_2016,2016-08-05,1,19,S2,1902,5,1.25
SDS_2016,2016-08-05,1,19,S2,1903,0,0
SDS_2016,2016-08-05,1,19,S2,1904,0,0
SDS_2016,2016-08-05,1,19,S2,1905,0,0
SDS_2016,2016-08-05,1,19,S2,1906,0,0
SDS_2016,2016-08-05,1,19,S2,1907,0,0
SDS_2016,2016-08-05,1,19,S2,1908,0,0
SDS_2016,2016-08-05,1,19,S2,1909,20,4.375
SDS_2016,2016-08-05,1,19,S2,1910,0,0
SDS_2016,2016-08-05,1,19,S2,1911,0,0
SDS_2016,2016-08-05,1,19,S2,1912,15,0.625
SDS_2016,2016-08-05,1,19,S2,1913,0,0
SDS_2016,2016-08-05,1,19,S2,1914,0,0
SDS_2016,2016-08-05,1,19,S2,1915,0,0
SDS_2016,2016-08-05,1,19,S2,1916,0,0
SDS_2016,2016-08-05,1,19,S2,1917,15,1.875
SDS_2016,2016-08-05,1,19,S2,1918,15,11.875
SDS_2016,2016-08-05,1,19,S2,1919,10,2.5
SDS_2016,2016-08-05,1,19,S2,1920,0,0
SDS_2016,2016-08-05,2,21,S4,2101,0,0
SDS_2016,2016-08-05,2,21,S4,2102,0,0
SDS_2016,2016-08-05,2,21,S4,2103,0,0
SDS_2016,2016-08-05,2,21,S4,2104,0,0
SDS_2016,2016-08-05,2,21,S4,2105,0,0
SDS_2016,2016-08-05,2,21,S4,2106,0,0
SDS_2016,2016-08-05,2,21,S4,2107,0,0
SDS_2016,2016-08-05,2,21,S4,2108,0,0
SDS_2016,2016-08-05,2,21,S4,2109,0,0
SDS_2016,2016-08-05,2,21,S4,2110,0,0
SDS_2016,2016-08-05,2,21,S4,2111,0,0
SDS_2016,2016-08-05,2,21,S4,2112,0,0
SDS_2016,2016-08-05,2,21,S4,2113,0,0
SDS_2016,2016-08-05,2,21,S4,2114,0,0
SDS_2016,2016-08-05,2,21,S4,2115,0,0
SDS_2016,2016-08-05,2,21,S4,2116,0,0
SDS_2016,2016-08-05,2,21,S4,2117,0,0
SDS_2016,2016-08-05,2,21,S4,2118,0,0
SDS_2016,2016-08-05,2,21,S4,2119,0,0
SDS_2016,2016-08-05,2,21,S4,2120,0,0
SDS_2016,2016-08-05,2,26,S3,2601,0,0
SDS_2016,2016-08-05,2,26,S3,2602,0,0
SDS_2016,2016-08-05,2,26,S3,2603,0,0
SDS_2016,2016-08-05,2,26,S3,2604,0,0
SDS_2016,2016-08-05,2,26,S3,2605,0,0
SDS_2016,2016-08-05,2,26,S3,2606,0,0
SDS_2016,2016-08-05,2,26,S3,2607,0,0
SDS_2016,2016-08-05,2,26,S3,2608,0,0
SDS_2016,2016-08-05,2,26,S3,2609,0,0
SDS_2016,2016-08-05,2,26,S3,2610,0,0
SDS_2016,2016-08-05,2,26,S3,2611,0,0
SDS_2016,2016-08-05,2,26,S3,2612,0,0
SDS_2016,2016-08-05,2,26,S3,2613,0,0
SDS_2016,2016-08-05,2,26,S3,2614,0,0
SDS_2016,2016-08-05,2,26,S3,2615,0,0
SDS_2016,2016-08-05,2,26,S3,2616,0,0
SDS_2016,2016-08-05,2,26,S3,2617,0,0
SDS_2016,2016-08-05,2,26,S3,2618,0,0
SDS_2016,2016-08-05,2,26,S3,2619,0,0
SDS_2016,2016-08-05,2,26,S3,2620,0,0
SDS_2016,2016-08-05,2,27,S2,2701,0,0
SDS_2016,2016-08-05,2,27,S2,2702,0,0
SDS_2016,2016-08-05,2,27,S2,2703,0,0
SDS_2016,2016-08-05,2,27,S2,2704,0,0
SDS_2016,2016-08-05,2,27,S2,2705,0,0
SDS_2016,2016-08-05,2,27,S2,2706,0,0
SDS_2016,2016-08-05,2,27,S2,2707,0,0
SDS_2016,2016-08-05,2,27,S2,2708,0,0
SDS_2016,2016-08-05,2,27,S2,2709,0,0
SDS_2016,2016-08-05,2,27,S2,2710,0,0
SDS_2016,2016-08-05,2,27,S2,2711,0,0
SDS_2016,2016-08-05,2,27,S2,2712,0,0
SDS_2016,2016-08-05,2,27,S2,2713,0,0
SDS_2016,2016-08-05,2,27,S2,2714,0,0
SDS_2016,2016-08-05,2,27,S2,2715,0,0
SDS_2016,2016-08-05,2,27,S2,2716,0,0
SDS_2016,2016-08-05,2,27,S2,2717,0,0
SDS_2016,2016-08-05,2,27,S2,2718,0,0
SDS_2016,2016-08-05,2,27,S2,2719,0,0
SDS_2016,2016-08-05,2,27,S2,2720,0,0
SDS_2016,2016-08-05,3,31,S4,3101,0,0
SDS_2016,2016-08-05,3,31,S4,3102,0,0
SDS_2016,2016-08-05,3,31,S4,3103,0,0
SDS_2016,2016-08-05,3,31,S4,3104,0,0
SDS_2016,2016-08-05,3,31,S4,3105,0,0
SDS_2016,2016-08-05,3,31,S4,3106,0,0
SDS_2016,2016-08-05,3,31,S4,3107,0,0
SDS_2016,2016-08-05,3,31,S4,3108,0,0
SDS_2016,2016-08-05,3,31,S4,3109,0,0
SDS_2016,2016-08-05,3,31,S4,3110,0,0
SDS_2016,2016-08-05,3,31,S4,3111,0,0
SDS_2016,2016-08-05,3,31,S4,3112,0,0
SDS_2016,2016-08-05,3,31,S4,3113,0,0
SDS_2016,2016-08-05,3,31,S4,3114,0,0
SDS_2016,2016-08-05,3,31,S4,3115,0,0
SDS_2016,2016-08-05,3,31,S4,3116,0,0
SDS_2016,2016-08-05,3,31,S4,3117,0,0
SDS_2016,2016-08-05,3,31,S4,3118,0,0
SDS_2016,2016-08-05,3,31,S4,3119,0,0
SDS_2016,2016-08-05,3,31,S4,3120,0,0
SDS_2016,2016-08-05,3,35,S2,3501,0,0
SDS_2016,2016-08-05,3,35,S2,3502,0,0
SDS_2016,2016-08-05,3,35,S2,3503,0,0
SDS_2016,2016-08-05,3,35,S2,3504,0,0
SDS_2016,2016-08-05,3,35,S2,3505,0,0
SDS_2016,2016-08-05,3,35,S2,3506,0,0
SDS_2016,2016-08-05,3,35,S2,3507,0,0
SDS_2016,2016-08-05,3,35,S2,3508,0,0
SDS_2016,2016-08-05,3,35,S2,3509,0,0
SDS_2016,2016-08-05,3,35,S2,3510,0,0
SDS_2016,2016-08-05,3,35,S2,3511,0,0
SDS_2016,2016-08-05,3,35,S2,3512,0,0
SDS_2016,2016-08-05,3,35,S2,3513,0,0
SDS_2016,2016-08-05,3,35,S2,3514,0,0
SDS_2016,2016-08-05,3,35,S2,3515,10,3.75
SDS_2016,2016-08-05,3,35,S2,3516,5,1.25
SDS_2016,2016-08-05,3,35,S2,3517,10,1.25
SDS_2016,2016-08-05,3,35,S2,3518,1,0.625
SDS_2016,2016-08-05,3,35,S2,3519,0,0
SDS_2016,2016-08-05,3,35,S2,3520,5,0.625
SDS_2016,2016-08-05,3,36,S3,3601,2,0.625
SDS_2016,2016-08-05,3,36,S3,3602,0,0
SDS_2016,2016-08-05,3,36,S3,3603,0,0
SDS_2016,2016-08-05,3,36,S3,3604,0,0
SDS_2016,2016-08-05,3,36,S3,3605,0,0
SDS_2016,2016-08-05,3,36,S3,3606,0,0
SDS_2016,2016-08-05,3,36,S3,3607,0,0
SDS_2016,2016-08-05,3,36,S3,3608,0,0
SDS_2016,2016-08-05,3,36,S3,3609,0,0
SDS_2016,2016-08-05,3,36,S3,3610,0,0
SDS_2016,2016-08-05,3,36,S3,3611,0,0
SDS_2016,2016-08-05,3,36,S3,3612,0,0
SDS_2016,2016-08-05,3,36,S3,3613,0,0
SDS_2016,2016-08-05,3,36,S3,3614,0,0
SDS_2016,2016-08-05,3,36,S3,3615,0,0
SDS_2016,2016-08-05,3,36,S3,3616,0,0
SDS_2016,2016-08-05,3,36,S3,3617,0,0
SDS_2016,2016-08-05,3,36,S3,3618,0,0
SDS_2016,2016-08-05,3,36,S3,3619,0,0
SDS_2016,2016-08-05,3,36,S3,3620,0,0
SDS_2016,2016-08-05,4,43,S4,4301,0,0
SDS_2016,2016-08-05,4,43,S4,4302,0,0
SDS_2016,2016-08-05,4,43,S4,4303,0,0
SDS_2016,2016-08-05,4,43,S4,4304,0,0
SDS_2016,2016-08-05,4,43,S4,4305,0,0
SDS_2016,2016-08-05,4,43,S4,4306,0,0
SDS_2016,2016-08-05,4,43,S4,4307,0,0
SDS_2016,2016-08-05,4,43,S4,4308,0,0
SDS_2016,2016-08-05,4,43,S4,4309,0,0
SDS_2016,2016-08-05,4,43,S4,4310,0,0
SDS_2016,2016-08-05,4,43,S4,4311,0,0
SDS_2016,2016-08-05,4,43,S4,4312,0,0
SDS_2016,2016-08-05,4,43,S4,4313,0,0
SDS_2016,2016-08-05,4,43,S4,4314,0,0
SDS_2016,2016-08-05,4,43,S4,4315,0,0
SDS_2016,2016-08-05,4,43,S4,4316,0,0
SDS_2016,2016-08-05,4,43,S4,4317,0,0
SDS_2016,2016-08-05,4,43,S4,4318,0,0
SDS_2016,2016-08-05,4,43,S4,4319,0,0
SDS_2016,2016-08-05,4,43,S4,4320,0,0
SDS_2016,2016-08-05,4,45,S2,4501,0,0
SDS_2016,2016-08-05,4,45,S2,4502,0,0
SDS_2016,2016-08-05,4,45,S2,4503,0,0
SDS_2016,2016-08-05,4,45,S2,4504,0,0
SDS_2016,2016-08-05,4,45,S2,4505,0,0
SDS_2016,2016-08-05,4,45,S2,4506,0,0
SDS_2016,2016-08-05,4,45,S2,4507,0,0
SDS_2016,2016-08-05,4,45,S2,4508,0,0
SDS_2016,2016-08-05,4,45,S2,4509,0,0
SDS_2016,2016-08-05,4,45,S2,4510,0,0
SDS_2016,2016-08-05,4,45,S2,4511,0,0
SDS_2016,2016-08-05,4,45,S2,4512,0,0
SDS_2016,2016-08-05,4,45,S2,4513,0,0
SDS_2016,2016-08-05,4,45,S2,4514,0,0
SDS_2016,2016-08-05,4,45,S2,4515,0,0
SDS_2016,2016-08-05,4,45,S2,4516,0,0
SDS_2016,2016-08-05,4,45,S2,4517,0,0
SDS_2016,2016-08-05,4,45,S2,4518,0,0
SDS_2016,2016-08-05,4,45,S2,4519,10,0.625
SDS_2016,2016-08-05,4,45,S2,4520,0,0
SDS_2016,2016-08-05,4,47,S3,4701,0,0
SDS_2016,2016-08-05,4,47,S3,4702,0,0
SDS_2016,2016-08-05,4,47,S3,4703,0,0
SDS_2016,2016-08-05,4,47,S3,4704,0,0
SDS_2016,2016-08-05,4,47,S3,4705,0,0
SDS_2016,2016-08-05,4,47,S3,4706,0,0
SDS_2016,2016-08-05,4,47,S3,4707,0,0
SDS_2016,2016-08-05,4,47,S3,4708,0,0
SDS_2016,2016-08-05,4,47,S3,4709,0,0
SDS_2016,2016-08-05,4,47,S3,4710,0,0
SDS_2016,2016-08-05,4,47,S3,4711,0,0
SDS_2016,2016-08-05,4,47,S3,4712,0,0
SDS_2016,2016-08-05,4,47,S3,4713,0,0
SDS_2016,2016-08-05,4,47,S3,4714,0,0
SDS_2016,2016-08-05,4,47,S3,4715,0,0
SDS_2016,2016-08-05,4,47,S3,4716,0,0
SDS_2016,2016-08-05,4,47,S3,4717,0,0
SDS_2016,2016-08-05,4,47,S3,4718,0,0
SDS_2016,2016-08-05,4,47,S3,4719,0,0
SDS_2016,2016-08-05,4,47,S3,4720,0,0
SDS_2016,2016-08-15,1,12,S4,1201,0,0
SDS_2016,2016-08-15,1,12,S4,1202,0,0
SDS_2016,2016-08-15,1,12,S4,1203,0,0
SDS_2016,2016-08-15,1,12,S4,1204,0,0
SDS_2016,2016-08-15,1,12,S4,1205,0,0
SDS_2016,2016-08-15,1,12,S4,1206,0,0
SDS_2016,2016-08-15,1,12,S4,1207,0,0
SDS_2016,2016-08-15,1,12,S4,1208,0,0
SDS_2016,2016-08-15,1,12,S4,1209,0,0
SDS_2016,2016-08-15,1,12,S4,1210,0,0
SDS_2016,2016-08-15,1,12,S4,1211,0,0
SDS_2016,2016-08-15,1,12,S4,1212,0,0
SDS_2016,2016-08-15,1,12,S4,1213,0,0
SDS_2016,2016-08-15,1,12,S4,1214,0,0
SDS_2016,2016-08-15,1,12,S4,1215,0,0
